,scan_name,scan_no,Telescope,Source_Name,Obs_Date_String,MJD_start_time,RA_J2000,RA_J2000_(deg),Dec_J2000,Dec_J2000_(deg),Tracking?,Azimuth_(deg),Zenith_Ang_(deg),Number_of_polns,Sample_time_(us),Central_freq_(MHz),Low_channel_(MHz),High_channel_(MHz),Channel_width_(MHz),Number_of_channels,Total_Bandwidth_(MHz),Beam,Beam_FWHM_(deg),Spectra_per_subint,Spectra_per_file,Time_per_subint_(sec),Time_per_file_(sec),bits_per_sample,bytes_per_spectra,samples_per_spectra,bytes_per_subint,samples_per_subint,zero_offset,Invert_the_band?,bytes_in_file_header,MJD_end_time,complete_filename
127,dwi_FRB20240114A_L1_Band_2025_01_10_13_34_52_128,no0001,dw,FRB20240114A,2025-01-10T12:34:53,60685.52422453703,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-22.02264,50.4813,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.53116898022,FRB20240114A_L1_Band_2025_01_10_13_34_52.txt
250,dwi_FRB20240114A_PV_Band_2025_01_10_13_42_04_251,no0001,dw,FRB20240114A,2025-01-10T12:42:05,60685.52922453704,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-19.73318,50.09275,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.53616898148,FRB20240114A_PV_Band_2025_01_10_13_42_04.txt
128,dwi_FRB20240114A_L1_Band_2025_01_10_13_44_53_129,no0001,dw,FRB20240114A,2025-01-10T12:44:54,60685.531180555554,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-18.83113,49.95197,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.53812499874,FRB20240114A_L1_Band_2025_01_10_13_44_53.txt
251,dwi_FRB20240114A_PV_Band_2025_01_10_13_52_05_252,no0001,dw,FRB20240114A,2025-01-10T12:52:06,60685.53618055556,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-16.50912,49.62102,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.543125000004,FRB20240114A_PV_Band_2025_01_10_13_52_05.txt
129,dwi_FRB20240114A_L1_Band_2025_01_10_13_55_05_130,no0001,dw,FRB20240114A,2025-01-10T12:55:07,60685.53827546297,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-15.53023,49.495,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.545219906155,FRB20240114A_L1_Band_2025_01_10_13_55_05.txt
252,dwi_FRB20240114A_PV_Band_2025_01_10_14_02_06_253,no0001,dw,FRB20240114A,2025-01-10T13:02:07,60685.54313657408,21:27:40.8028,321.920011508177,04:19:48.4000,4.33011112245089,True,-13.24542,49.23156,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,1657763,0.4608,318.290496,32,640,160,1536000,384000,0,False,327,60685.54682049186,FRB20240114A_PV_Band_2025_01_10_14_02_06.txt
130,dwi_FRB20240114A_L1_Band_2025_01_10_14_05_07_131,no0001,dw,FRB20240114A,2025-01-10T13:05:08,60685.54523148148,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-12.25576,49.13079,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,692024,0.47616,137.2975616,32,1280,320,3072000,768000,0,False,327,60685.54682057363,FRB20240114A_L1_Band_2025_01_10_14_05_07.txt
253,dwi_FRB20240114A_PV_Band_2025_01_11_12_41_39_254,no0001,dw,FRB20240114A,2025-01-11T11:41:45,60686.48732638889,21:27:41.0978,321.921240942228,04:19:48.4000,4.33011112245089,True,-36.90886,54.14898,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.49427083333,FRB20240114A_PV_Band_2025_01_11_12_41_39.txt
131,dwi_FRB20240114A_L1_Band_2025_01_11_12_41_38_132,no0001,dw,FRB20240114A,2025-01-11T11:42:02,60686.48752314815,21:27:41.0978,321.921240942228,04:19:48.4999,4.33013887009439,True,-36.82766,54.12324,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,2938980,0.47616,583.093632,32,1280,320,3072000,768000,0,False,327,60686.494271917036,FRB20240114A_L1_Band_2025_01_11_12_41_38.txt
254,dwi_FRB20240114A_PV_Band_2025_01_11_12_51_45_255,no0001,dw,FRB20240114A,2025-01-11T11:51:46,60686.49428240741,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,-33.99549,53.26937,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.501226851855,FRB20240114A_PV_Band_2025_01_11_12_51_45.txt
132,dwi_FRB20240114A_L1_Band_2025_01_11_12_52_44_133,no0001,dw,FRB20240114A,2025-01-11T11:52:45,60686.49496527778,21:27:40.9995,321.920831130878,04:19:48.2003,4.33005562716388,True,-33.70595,53.18642,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.501909720966,FRB20240114A_L1_Band_2025_01_11_12_52_44.txt
255,dwi_FRB20240114A_PV_Band_2025_01_11_13_01_46_256,no0001,dw,FRB20240114A,2025-01-11T12:01:47,60686.50123842593,21:27:40.9995,321.920831130878,04:19:48.2003,4.33005562716388,True,-31.02001,52.4543,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.50818287038,FRB20240114A_PV_Band_2025_01_11_13_01_46.txt
133,dwi_FRB20240114A_L1_Band_2025_01_11_13_10_47_134,no0001,dw,FRB20240114A,2025-01-11T12:10:49,60686.50751157408,21:27:40.9995,321.920831130878,04:19:48.0005,4.33000013187687,True,-28.28502,51.77765,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,630181,0.47616,125.0279104,32,1280,320,3072000,768000,0,False,327,60686.50895865637,FRB20240114A_L1_Band_2025_01_11_13_10_47.txt
256,dwi_FRB20240114A_PV_Band_2025_01_11_13_11_47_257,no0001,dw,FRB20240114A,2025-01-11T12:11:48,60686.50819444445,21:27:41.0978,321.921240942228,04:19:48.4000,4.33011112245089,True,-27.98436,51.70742,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.51513888889,FRB20240114A_PV_Band_2025_01_11_13_11_47.txt
257,dwi_FRB20240114A_PV_Band_2025_01_11_13_21_48_258,no0001,dw,FRB20240114A,2025-01-11T12:21:49,60686.51515046296,21:27:41.0978,321.921240942228,04:19:48.3001,4.33008337480739,True,-24.89139,51.03217,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.52209490741,FRB20240114A_PV_Band_2025_01_11_13_21_48.txt
258,dwi_FRB20240114A_PV_Band_2025_01_11_13_31_49_259,no0001,dw,FRB20240114A,2025-01-11T12:31:50,60686.52210648148,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,-21.74499,50.43183,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.52905092593,FRB20240114A_PV_Band_2025_01_11_13_31_49.txt
259,dwi_FRB20240114A_PV_Band_2025_01_11_13_41_50_260,no0001,dw,FRB20240114A,2025-01-11T12:41:51,60686.529062500005,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,-18.5492,49.9094,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.53600694445,FRB20240114A_PV_Band_2025_01_11_13_41_50.txt
134,dwi_FRB20240114A_L1_Band_2025_01_11_13_45_33_135,no0001,dw,FRB20240114A,2025-01-11T12:45:34,60686.53164351852,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,-17.3519,49.73595,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.53858796171,FRB20240114A_L1_Band_2025_01_11_13_45_33.txt
260,dwi_FRB20240114A_PV_Band_2025_01_11_13_51_51_261,no0001,dw,FRB20240114A,2025-01-11T12:51:52,60686.53601851852,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,-15.30968,49.46775,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.542962962965,FRB20240114A_PV_Band_2025_01_11_13_51_51.txt
135,dwi_FRB20240114A_L1_Band_2025_01_11_13_55_34_136,no0001,dw,FRB20240114A,2025-01-11T12:55:35,60686.53859953704,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,-14.09772,49.32488,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.545543980224,FRB20240114A_L1_Band_2025_01_11_13_55_34.txt
261,dwi_FRB20240114A_PV_Band_2025_01_11_14_01_52_262,no0001,dw,FRB20240114A,2025-01-11T13:01:53,60686.542974537035,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,-12.03279,49.10921,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.54991898148,FRB20240114A_PV_Band_2025_01_11_14_01_52.txt
136,dwi_FRB20240114A_L1_Band_2025_01_11_14_05_35_137,no0001,dw,FRB20240114A,2025-01-11T13:05:36,60686.54555555555,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,-10.80899,48.99774,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.55249999874,FRB20240114A_L1_Band_2025_01_11_14_05_35.txt
262,dwi_FRB20240114A_PV_Band_2025_01_11_14_11_53_263,no0001,dw,FRB20240114A,2025-01-11T13:11:54,60686.54993055556,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,-8.725908,48.83594,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.556875,FRB20240114A_PV_Band_2025_01_11_14_11_53.txt
137,dwi_FRB20240114A_L1_Band_2025_01_11_14_15_36_138,no0001,dw,FRB20240114A,2025-01-11T13:15:37,60686.552511574075,21:27:41.0978,321.921240942228,04:19:48.3001,4.33008337480739,True,-7.492765,48.75657,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.55945601726,FRB20240114A_L1_Band_2025_01_11_14_15_36.txt
263,dwi_FRB20240114A_PV_Band_2025_01_11_14_21_54_264,no0001,dw,FRB20240114A,2025-01-11T13:21:55,60686.55688657408,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,-5.396355,48.64943,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.563831018524,FRB20240114A_PV_Band_2025_01_11_14_21_54.txt
138,dwi_FRB20240114A_L1_Band_2025_01_11_14_25_37_139,no0001,dw,FRB20240114A,2025-01-11T13:25:38,60686.5594675926,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,-4.157085,48.60257,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.56641203578,FRB20240114A_L1_Band_2025_01_11_14_25_37.txt
264,dwi_FRB20240114A_PV_Band_2025_01_11_14_31_55_265,no0001,dw,FRB20240114A,2025-01-11T13:31:56,60686.56384259259,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,-2.053032,48.5509,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.57078703704,FRB20240114A_PV_Band_2025_01_11_14_31_55.txt
139,dwi_FRB20240114A_L1_Band_2025_01_11_14_35_38_140,no0001,dw,FRB20240114A,2025-01-11T13:35:39,60686.56642361111,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,-0.8105795,48.53688,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,2417109,0.47616,479.5544256,32,1280,320,3072000,768000,0,False,327,60686.57197400956,FRB20240114A_L1_Band_2025_01_11_14_35_38.txt
265,dwi_FRB20240114A_PV_Band_2025_01_11_14_41_56_266,no0001,dw,FRB20240114A,2025-01-11T13:41:57,60686.570798611116,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,1.29568,48.54091,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.57774305556,FRB20240114A_PV_Band_2025_01_11_14_41_56.txt
140,dwi_FRB20240114A_L1_Band_2025_01_11_14_45_42_141,no0001,dw,FRB20240114A,2025-01-11T13:45:43,60686.57341435185,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,2.555051,48.56007,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.580358795036,FRB20240114A_L1_Band_2025_01_11_14_45_42.txt
266,dwi_FRB20240114A_PV_Band_2025_01_11_14_51_57_267,no0001,dw,FRB20240114A,2025-01-11T13:51:58,60686.57775462963,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,4.641066,48.61946,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.584699074076,FRB20240114A_PV_Band_2025_01_11_14_51_57.txt
141,dwi_FRB20240114A_L1_Band_2025_01_11_14_55_43_142,no0001,dw,FRB20240114A,2025-01-11T13:55:44,60686.58037037037,21:27:41.0978,321.921240942228,04:19:48.1004,4.33002787952038,True,5.896598,48.67184,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.58731481356,FRB20240114A_L1_Band_2025_01_11_14_55_43.txt
267,dwi_FRB20240114A_PV_Band_2025_01_11_15_01_58_268,no0001,dw,FRB20240114A,2025-01-11T14:01:59,60686.58471064815,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,7.974587,48.78607,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60686.5916550926,FRB20240114A_PV_Band_2025_01_11_15_01_58.txt
142,dwi_FRB20240114A_L1_Band_2025_01_11_15_05_44_143,no0001,dw,FRB20240114A,2025-01-11T14:05:45,60686.58732638889,21:27:41.0978,321.921240942228,04:19:48.2003,4.33005562716388,True,9.223003,48.87134,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60686.59427083208,FRB20240114A_L1_Band_2025_01_11_15_05_44.txt
268,dwi_FRB20240114A_PV_Band_2025_01_11_15_11_59_269,no0001,dw,FRB20240114A,2025-01-11T14:12:06.70552e-07,60686.591666666674,21:27:41.0978,321.921240942228,04:19:48.3001,4.33008337480739,True,11.28712,49.03989,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2479218,0.4608,476.009856,32,640,160,1536000,384000,0,False,327,60686.597176040006,FRB20240114A_PV_Band_2025_01_11_15_11_59.txt
143,dwi_FRB20240114A_L1_Band_2025_01_11_15_15_45_144,no0001,dw,FRB20240114A,2025-01-11T14:15:46,60686.59428240741,21:27:41.0978,321.921240942228,04:19:48.0005,4.33000013187687,True,12.52605,49.15758,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1260168,0.47616,250.0173312,32,1280,320,3072000,768000,0,False,327,60686.59717612652,FRB20240114A_L1_Band_2025_01_11_15_15_45.txt
